Date Index Open High Low Close "Adj Close" Quantity SMA_10 SMA_20
1979-09-12 GSPTSE 1715.699951 1727.099976 1711.900024 1727.099976 1722.713989 0.0 148.5960006 148.53199985
1979-09-13 GSPTSE 1727.0 1727.0 1718.5 1719.0 1714.634644 0.0 148.52500149999997 148.6415
1979-09-14 GSPTSE 1719.699951 1732.599976 1719.699951 1731.900024 1727.501953 0.0 148.57500149999998 148.7974998
1979-09-17 GSPTSE 1731.900024 1739.099976 1728.900024 1728.900024 1724.509521 0.0 148.577002 148.92850035
1979-09-18 GSPTSE 1726.699951 1726.699951 1718.0 1719.099976 1714.734497 0.0 148.64700169999998 148.9905006
1979-09-19 GSPTSE 1719.099976 1723.599976 1714.699951 1721.900024 1717.527344 0.0 148.988002 149.06300044999998
1979-09-20 GSPTSE 1722.300049 1737.0 1722.300049 1737.0 1732.588989 0.0 149.3210022 149.13600005
1979-09-21 GSPTSE 1738.5 1745.599976 1738.5 1740.900024 1736.479004 0.0 149.5790009 149.2119995
1979-09-24 GSPTSE 1740.900024 1742.300049 1735.199951 1735.599976 1731.192505 0.0 149.7 149.24799954999997
1979-09-25 GSPTSE 1735.599976 1737.199951 1727.800049 1736.900024 1732.489258 0.0 149.7880005 149.236
1979-09-26 GSPTSE 1740.0 1756.699951 1740.0 1751.199951 1746.752808 0.0 149.9100006 149.2530006
1979-09-27 GSPTSE 1751.900024 1761.099976 1751.900024 1758.800049 1754.333618 0.0 150.0139999 149.26950069999998
1979-09-28 GSPTSE 1758.800049 1759.099976 1750.199951 1751.900024 1747.45105 0.0 149.9559997 149.2655006
1979-10-01 GSPTSE 1751.900024 1753.5 1745.099976 1753.5 1749.047119 0.0 149.8689986 149.2230003
1979-10-02 GSPTSE 1756.199951 1771.900024 1756.199951 1771.900024 1767.400269 0.0 149.9509979 149.2989998
1979-10-03 GSPTSE 1773.5 1781.900024 1773.5 1780.5 1775.978394 0.0 150.0579972 149.5229996
1979-10-04 GSPTSE 1780.5 1790.900024 1779.699951 1790.900024 1786.352173 0.0 150.17999730000003 149.75049975000002
1979-10-05 GSPTSE 1791.199951 1807.400024 1791.199951 1804.699951 1800.116943 0.0 150.3439972 149.96149905
1979-10-09 GSPTSE 1793.5 1793.5 1740.300049 1740.300049 1735.880737 0.0 150.0229966 149.90549855
1979-10-10 GSPTSE 1724.300049 1724.300049 1668.400024 1689.5 1685.209595 0.0 148.9659959 149.43799825
1979-10-11 GSPTSE 1689.5 1698.599976 1683.5 1685.800049 1681.518921 0.0 147.937996 148.97599795000002
1979-10-12 GSPTSE 1685.800049 1686.699951 1674.300049 1674.900024 1670.646851 0.0 147.0109971 148.4834984
1979-10-15 GSPTSE 1671.699951 1671.699951 1643.199951 1643.199951 1639.026978 0.0 145.8909974 147.87999799999997
1979-10-16 GSPTSE 1635.699951 1635.699951 1610.099976 1617.300049 1613.192871 0.0 144.7239975 147.3374977
1979-10-17 GSPTSE 1617.300049 1625.400024 1617.300049 1620.400024 1616.285156 0.0 143.5769973 146.81749725
1979-10-18 GSPTSE 1624.199951 1645.0 1624.199951 1639.5 1635.336426 0.0 142.3809982 146.28049775
1979-10-19 GSPTSE 1635.300049 1635.300049 1597.5 1597.5 1593.443237 0.0 140.8109985 145.57749785000001
1979-10-22 GSPTSE 1588.900024 1588.900024 1514.800049 1537.300049 1533.39624 0.0 139.0289993 144.7294983
1979-10-23 GSPTSE 1537.300049 1551.099976 1525.5 1526.0 1522.124756 0.0 137.76999970000003 143.89649815
1979-10-24 GSPTSE 1526.0 1541.900024 1522.800049 1538.400024 1534.493408 0.0 137.1410003 143.0534981
1979-10-25 GSPTSE 1533.199951 1533.199951 1520.300049 1521.099976 1517.237061 0.0 136.4040008 142.1709984
1979-10-26 GSPTSE 1521.5 1529.800049 1521.5 1527.800049 1523.920166 0.0 135.7080001 141.3594986
1979-10-29 GSPTSE 1534.599976 1547.199951 1534.599976 1542.599976 1538.682495 0.0 135.26000059999998 140.57549899999998
1979-10-30 GSPTSE 1542.599976 1556.199951 1539.0 1556.199951 1552.248047 0.0 134.9740006 139.84899905
1979-10-31 GSPTSE 1560.400024 1582.199951 1560.400024 1579.300049 1575.289429 0.0 134.6230012 139.09999925000002
1979-11-01 GSPTSE 1580.0 1603.699951 1580.0 1603.400024 1599.328369 0.0 134.3190003 138.34999925
1979-11-02 GSPTSE 1607.0 1612.900024 1607.0 1610.900024 1606.809082 0.0 134.3480012 137.57949985
1979-11-05 GSPTSE 1607.599976 1607.599976 1597.199951 1600.599976 1596.5354 0.0 134.6430009 136.8360001
1979-11-06 GSPTSE 1600.599976 1600.900024 1595.0 1597.0 1592.94458 0.0 134.9480012 136.35900045
1979-11-07 GSPTSE 1595.300049 1595.300049 1578.0 1578.5 1574.491455 0.0 135.0600007 136.1005005
1979-11-08 GSPTSE 1577.400024 1577.400024 1572.900024 1573.199951 1569.204712 0.0 135.265001 135.8345009
1979-11-09 GSPTSE 1575.099976 1589.300049 1575.099976 1588.0 1583.967407 0.0 135.47600110000002 135.59200059999998
1979-11-12 GSPTSE 1590.199951 1612.800049 1590.199951 1612.800049 1608.704468 0.0 135.79000100000002 135.5250008
1979-11-13 GSPTSE 1614.300049 1619.300049 1614.300049 1615.099976 1610.998535 0.0 135.9560013 135.46500095000002
1979-11-14 GSPTSE 1615.099976 1624.5 1607.599976 1623.900024 1619.776245 0.0 136.17900089999998 135.40100105
1979-11-15 GSPTSE 1626.199951 1634.800049 1626.199951 1632.699951 1628.553833 0.0 136.4290009 135.3740006
1979-11-16 GSPTSE 1632.699951 1634.199951 1625.199951 1625.699951 1621.571655 0.0 136.64800110000002 135.49800115
1979-11-19 GSPTSE 1625.699951 1635.0 1624.5 1628.5 1624.36438 0.0 137.03500060000002 135.83900075000003
1979-11-20 GSPTSE 1628.800049 1639.0 1628.800049 1631.699951 1627.556274 0.0 137.4190002 136.18350070000002
1979-11-21 GSPTSE 1625.599976 1625.599976 1615.199951 1624.400024 1620.27478 0.0 137.8930008 136.47650075
1979-11-23 GSPTSE 1634.199951 1651.699951 1634.199951 1651.699951 1647.505493 0.0 138.401001 136.833001
1979-11-26 GSPTSE 1655.400024 1682.199951 1655.400024 1682.199951 1677.928101 0.0 139.0100006 137.24300085
1979-11-27 GSPTSE 1688.0 1701.400024 1688.0 1688.099976 1683.812988 0.0 139.5600006 137.6750008
1979-11-28 GSPTSE 1688.099976 1697.099976 1682.900024 1695.0 1690.695557 0.0 140.1990006 138.07750095
1979-11-29 GSPTSE 1697.5 1709.699951 1697.5 1703.300049 1698.974731 0.0 140.8390015 138.5090012
1979-11-30 GSPTSE 1702.199951 1702.199951 1699.199951 1699.599976 1695.283936 0.0 141.3730012 138.90100105
1979-12-03 GSPTSE 1699.599976 1701.300049 1697.699951 1700.099976 1695.782715 0.0 141.8520006 139.25000085
1979-12-04 GSPTSE 1700.199951 1716.699951 1700.199951 1716.699951 1712.340454 0.0 142.3340013 139.68450095
1979-12-05 GSPTSE 1723.699951 1734.900024 1723.699951 1728.699951 1724.309937 0.0 142.9760011 140.19750065
1979-12-06 GSPTSE 1730.5 1746.599976 1730.5 1746.599976 1742.164551 0.0 143.7919999 140.84250035
1979-12-07 GSPTSE 1746.599976 1759.300049 1725.599976 1730.300049 1725.906006 0.0 144.55599980000002 141.4785004
1979-12-10 GSPTSE 1730.300049 1731.5 1725.900024 1726.5 1722.115601 0.0 145.1580002 142.0840004
1979-12-11 GSPTSE 1726.5 1726.599976 1722.400024 1723.0 1718.624512 0.0 145.6860001 142.62300034999998
1979-12-12 GSPTSE 1732.800049 1755.800049 1732.800049 1755.800049 1751.341309 0.0 146.18399970000002 143.19150015
1979-12-13 GSPTSE 1762.0 1771.800049 1762.0 1765.800049 1761.315796 0.0 146.6649994 143.75200045
1979-12-14 GSPTSE 1744.300049 1744.300049 1715.0 1743.5 1739.072388 0.0 147.2419998 144.3075005
1979-12-17 GSPTSE 1750.300049 1774.199951 1750.300049 1772.400024 1767.899048 0.0 147.9119995 144.88200005
1979-12-18 GSPTSE 1774.699951 1792.599976 1774.699951 1783.900024 1779.369751 0.0 148.40399929999998 145.36900029999998
1979-12-19 GSPTSE 1783.900024 1785.199951 1779.599976 1782.5 1777.973389 0.0 148.77699890000002 145.8765
1979-12-20 GSPTSE 1782.5 1789.699951 1782.300049 1787.900024 1783.359619 0.0 149.1 146.44599995
1979-12-21 GSPTSE 1787.900024 1791.599976 1785.0 1785.400024 1780.866089 0.0 149.3679993 146.96199955000003
1979-12-24 GSPTSE 1785.400024 1787.300049 1784.0 1787.300049 1782.761353 0.0 149.5679993 147.36299975
1979-12-26 GSPTSE 1787.300049 1787.300049 1784.0 1787.300049 1782.761353 0.0 149.7859986 147.73599935000001
1979-12-27 GSPTSE 1792.0 1799.099976 1792.0 1798.599976 1794.032471 0.0 149.9579987 148.0709992
1979-12-28 GSPTSE 1801.900024 1808.199951 1801.900024 1804.300049 1799.71814 0.0 150.14399880000002 148.4044991
1979-12-31 GSPTSE 1804.300049 1813.5 1804.099976 1813.199951 1808.595337 0.0 150.2549988 148.7484993
1980-01-02 GSPTSE 1813.199951 1828.900024 1806.0 1806.099976 1801.513428 0.0 150.01599879999998 148.96399915
1980-01-03 GSPTSE 1799.699951 1799.699951 1778.599976 1789.400024 1784.855957 0.0 149.6409988 149.02249905
1980-01-04 GSPTSE 1789.400024 1796.099976 1786.699951 1795.199951 1790.641235 0.0 149.4779998 149.12749935
1980-01-07 GSPTSE 1797.800049 1814.099976 1797.800049 1814.099976 1809.493042 0.0 149.3129989 149.20649945
1980-01-08 GSPTSE 1814.800049 1832.599976 1814.800049 1832.599976 1827.946045 0.0 149.36399839999999 149.36599885
1980-01-09 GSPTSE 1839.699951 1861.400024 1839.699951 1854.0 1849.291748 0.0 149.5269989 149.54749909999998
1980-01-10 GSPTSE 1859.199951 1884.900024 1859.199951 1884.099976 1879.31543 0.0 149.8379989 149.81199875
1980-01-11 GSPTSE 1887.199951 1903.0 1887.199951 1898.699951 1893.878174 0.0 150.2019988 150.07999875
1980-01-14 GSPTSE 1903.900024 1924.400024 1903.900024 1922.199951 1917.318604 0.0 150.558998 150.35149840000003
1980-01-15 GSPTSE 1927.900024 1944.5 1927.900024 1944.5 1939.56189 0.0 150.9409988 150.59799879999997
1980-01-16 GSPTSE 1946.800049 1964.400024 1946.800049 1946.800049 1941.856323 0.0 151.72299950000001 150.86949915
1980-01-17 GSPTSE 1946.800049 1968.099976 1944.0 1968.099976 1963.102051 0.0 152.70699919999998 151.173999
1980-01-18 GSPTSE 1968.099976 1975.599976 1964.300049 1966.699951 1961.705566 0.0 153.5189987 151.49849925
1980-01-21 GSPTSE 1972.800049 1981.900024 1972.800049 1973.199951 1968.189087 0.0 154.39199979999998 151.85249935
1980-01-22 GSPTSE 1967.0 1967.0 1920.199951 1920.699951 1915.82251 0.0 155.0160003 152.18999935
1980-01-23 GSPTSE 1920.699951 1934.800049 1895.900024 1934.099976 1929.188354 0.0 155.7059997 152.61649930000002
1980-01-24 GSPTSE 1944.5 1959.099976 1944.5 1952.599976 1947.641479 0.0 156.3180007 153.0779998
1980-01-25 GSPTSE 1952.599976 1955.099976 1952.0 1955.099976 1950.13501 0.0 156.9010009 153.55149985
1980-01-28 GSPTSE 1957.199951 1972.699951 1957.199951 1972.699951 1967.690308 0.0 157.5310012 154.0449996
1980-01-29 GSPTSE 1977.0 1999.400024 1977.0 1988.699951 1983.649658 0.0 158.0639998 154.5024993
1980-01-30 GSPTSE 1993.199951 2025.900024 1993.199951 2025.599976 2020.456055 0.0 158.5949996 155.15899955
1980-01-31 GSPTSE 2027.699951 2048.899902 2027.699951 2027.699951 2022.550659 0.0 159.18899979999998 155.94799949999998
1980-02-01 GSPTSE 2027.699951 2032.599976 2014.199951 2032.599976 2027.438232 0.0 159.8050002 156.66199945
1980-02-04 GSPTSE 2033.800049 2041.800049 2033.800049 2039.800049 2034.620117 0.0 160.272 157.3319999
1980-02-05 GSPTSE 2032.800049 2032.800049 2016.099976 2018.699951 2013.573486 0.0 160.7999999 157.90800009999998
1980-02-06 GSPTSE 2018.699951 2029.0 2017.900024 2022.900024 2017.762817 0.0 161.2490004 158.47750005
1980-02-07 GSPTSE 2038.699951 2054.600098 2038.699951 2052.199951 2046.988647 0.0 161.7020003 159.0100005
1980-02-08 GSPTSE 2059.5 2100.399902 2059.5 2100.399902 2095.065918 0.0 162.2570006 159.57900075
1980-02-11 GSPTSE 2113.800049 2125.899902 2113.800049 2118.600098 2113.219971 0.0 162.6330016 160.0820014
1980-02-12 GSPTSE 2117.100098 2117.100098 2108.800049 2117.100098 2111.723633 0.0 163.061003 160.5625014
1980-02-13 GSPTSE 2117.100098 2128.899902 2106.800049 2107.699951 2102.347412 0.0 163.4290023 161.01200095
1980-02-14 GSPTSE 2102.300049 2102.300049 2041.699951 2045.0 2039.806641 0.0 163.60800160000002 161.3985007
1980-02-15 GSPTSE 2044.900024 2044.900024 2030.599976 2044.900024 2039.707153 0.0 163.6340011 161.71950065
1980-02-19 GSPTSE 2074.600098 2093.399902 2074.600098 2093.399902 2088.083496 0.0 163.5380005 161.90500025
1980-02-20 GSPTSE 2095.199951 2125.399902 2095.199951 2125.399902 2120.002686 0.0 163.52800140000002 162.16400065
1980-02-21 GSPTSE 2130.699951 2169.699951 2130.699951 2144.5 2139.054199 0.0 163.3600007 162.30450055
1980-02-22 GSPTSE 2144.5 2147.800049 2125.100098 2140.0 2134.565674 0.0 162.99100049999998 162.34650040000002
1980-02-25 GSPTSE 2134.199951 2134.199951 2119.0 2119.0 2113.618896 0.0 162.2630006 162.2600006
1980-02-26 GSPTSE 2119.0 2146.0 2117.5 2146.0 2140.550293 0.0 161.6669999 162.15000075
1980-02-27 GSPTSE 2150.100098 2181.600098 2150.100098 2165.899902 2160.399658 0.0 160.98299880000002 162.02200090000002
1980-02-28 GSPTSE 2165.899902 2181.699951 2165.899902 2177.600098 2172.070068 0.0 160.2309999 161.8300011
1980-02-29 GSPTSE 2178.699951 2194.800049 2178.699951 2192.600098 2187.032227 0.0 159.6800005 161.64400105
1980-03-03 GSPTSE 2192.600098 2202.600098 2182.5 2182.5 2176.95752 0.0 159.11100019999998 161.37250064999998
1980-03-04 GSPTSE 2180.199951 2180.199951 2150.0 2164.899902 2159.4021 0.0 158.54400030000002 161.04100039999997
1980-03-05 GSPTSE 2165.300049 2193.199951 2165.300049 2165.899902 2160.399658 0.0 157.6279999 160.57800065
1980-03-06 GSPTSE 2158.600098 2158.600098 2096.5 2096.5 2091.175781 0.0 156.361 159.86050035
1980-03-07 GSPTSE 2079.600098 2079.600098 2038.599976 2045.699951 2040.504883 0.0 154.972 158.98150025
1980-03-10 GSPTSE 2035.599976 2035.599976 1972.0 1974.599976 1969.585571 0.0 153.5499999 157.90650025
1980-03-11 GSPTSE 1974.599976 2009.699951 1971.699951 2005.099976 2000.008057 0.0 152.1559997 156.9114998
1980-03-12 GSPTSE 2005.099976 2027.900024 1984.900024 1996.300049 1991.230591 0.0 150.84600059999997 155.91449970000002
1980-03-13 GSPTSE 1992.300049 1992.300049 1966.800049 1966.800049 1961.80542 0.0 149.5979995 154.91449970000002
1980-03-14 GSPTSE 1952.400024 1952.400024 1934.599976 1947.300049 1942.35498 0.0 148.2389998 153.95950015
1980-03-17 GSPTSE 1940.900024 1940.900024 1864.800049 1864.800049 1860.064331 0.0 146.522 152.8165001
1980-03-18 GSPTSE 1864.800049 1884.800049 1844.199951 1884.800049 1880.013672 0.0 144.87499989999998 151.70950009999999
1980-03-19 GSPTSE 1908.400024 1933.099976 1908.400024 1924.0 1919.114014 0.0 143.5779998 150.60299985
1980-03-20 GSPTSE 1924.0 1932.5 1906.5 1906.5 1901.658691 0.0 142.6779998 149.5194999
1980-03-21 GSPTSE 1896.900024 1896.900024 1887.099976 1888.099976 1883.305176 0.0 141.9389999 148.45549995
1980-03-24 GSPTSE 1884.900024 1884.900024 1830.800049 1830.800049 1826.150757 0.0 141.025 147.28749994999998
1980-03-25 GSPTSE 1830.800049 1835.699951 1811.599976 1819.800049 1815.178711 0.0 139.8210006 145.98850015
1980-03-26 GSPTSE 1819.800049 1828.900024 1798.0 1798.199951 1793.633545 0.0 138.5800002 144.7130004
1980-03-27 GSPTSE 1773.099976 1773.099976 1670.900024 1702.5 1698.176636 0.0 136.4910002 143.04449985000002
1980-03-28 GSPTSE 1733.699951 1789.199951 1733.699951 1789.199951 1784.656372 0.0 134.972 141.60549989999998
1980-03-31 GSPTSE 1790.599976 1805.099976 1790.599976 1797.599976 1793.034912 0.0 134.10200030000001 140.31200015
1980-04-01 GSPTSE 1802.300049 1813.699951 1802.300049 1807.800049 1803.209229 0.0 133.5240004 139.19950015
1980-04-02 GSPTSE 1807.800049 1809.800049 1800.800049 1807.199951 1802.610596 0.0 133.1070006 138.3425002
1980-04-03 GSPTSE 1806.900024 1806.900024 1793.5 1793.5 1788.945557 0.0 132.74400020000002 137.71099999999998
1980-04-07 GSPTSE 1792.199951 1792.199951 1776.699951 1784.900024 1780.367432 0.0 132.2039993 137.0714996
1980-04-08 GSPTSE 1784.900024 1816.400024 1782.699951 1815.599976 1810.989258 0.0 132.1799987 136.60249935
1980-04-09 GSPTSE 1827.300049 1858.099976 1827.300049 1858.099976 1853.38147 0.0 132.5319976 136.1764991
1980-04-10 GSPTSE 1873.5 1881.800049 1873.5 1877.900024 1873.131104 0.0 133.03799740000002 135.80899879999998
1980-04-11 GSPTSE 1877.900024 1878.300049 1871.199951 1871.5 1866.747437 0.0 134.4039978 135.447499
1980-04-14 GSPTSE 1871.099976 1871.099976 1858.900024 1865.900024 1861.161621 0.0 135.1459976 135.05899879999998
1980-04-15 GSPTSE 1865.900024 1866.900024 1849.699951 1851.199951 1846.499023 0.0 135.68499749999998 134.8934989
1980-04-16 GSPTSE 1851.199951 1855.900024 1818.599976 1818.599976 1813.981689 0.0 135.9469971 134.73549875
1980-04-17 GSPTSE 1807.699951 1807.699951 1791.699951 1801.699951 1797.124634 0.0 135.8219971 134.46449884999998
1980-04-18 GSPTSE 1803.300049 1812.800049 1803.300049 1807.0 1802.411133 0.0 135.686998 134.2154991
1980-04-21 GSPTSE 1807.0 1807.900024 1781.5 1784.5 1779.968384 0.0 135.65499880000002 133.92949905
1980-04-22 GSPTSE 1791.599976 1818.5 1791.599976 1818.300049 1813.682617 0.0 135.78900000000002 133.98449935000002
1980-04-23 GSPTSE 1824.900024 1839.699951 1824.900024 1830.699951 1826.051025 0.0 135.87700049999998 134.20449905
1980-04-24 GSPTSE 1830.699951 1846.300049 1826.599976 1843.800049 1839.117798 0.0 136.01800079999998 134.5279991
1980-04-25 GSPTSE 1843.800049 1848.400024 1840.300049 1848.400024 1843.706055 0.0 136.0350006 135.2194992
1980-04-28 GSPTSE 1848.400024 1854.0 1843.400024 1850.300049 1845.601318 0.0 136.2220001 135.68399885
1980-04-29 GSPTSE 1852.400024 1866.099976 1852.400024 1866.099976 1861.361084 0.0 136.5180008 136.10149915
1980-04-30 GSPTSE 1866.099976 1869.900024 1860.099976 1869.900024 1865.151611 0.0 136.9410018 136.44399945
1980-05-01 GSPTSE 1870.900024 1881.300049 1870.900024 1875.0 1870.238403 0.0 137.45400080000002 136.63799895
1980-05-02 GSPTSE 1878.400024 1889.0 1878.400024 1884.900024 1880.113281 0.0 138.0130004 136.8499992
1980-05-05 GSPTSE 1884.900024 1887.599976 1878.900024 1878.900024 1874.128662 0.0 138.80899949999997 137.23199914999998
1980-05-06 GSPTSE 1877.5 1877.5 1860.300049 1860.300049 1855.575806 0.0 139.4609984 137.6249992
1980-05-07 GSPTSE 1856.800049 1856.800049 1841.400024 1841.400024 1836.723755 0.0 140.1269988 138.00199965
1980-05-08 GSPTSE 1841.400024 1843.900024 1828.400024 1828.400024 1823.756836 0.0 140.5839981 138.30099945
1980-05-09 GSPTSE 1828.400024 1829.800049 1809.800049 1809.800049 1805.203979 0.0 141.09799809999998 138.56649935000002
1980-05-12 GSPTSE 1807.900024 1807.900024 1793.300049 1801.5 1796.925171 0.0 141.53999950000002 138.8809998
1980-05-13 GSPTSE 1807.400024 1830.5 1807.400024 1830.5 1825.851563 0.0 142.0149995 139.26650015
1980-05-14 GSPTSE 1846.900024 1859.699951 1846.900024 1858.5 1853.780396 0.0 142.58199940000003 139.7615006
1980-05-15 GSPTSE 1868.599976 1883.900024 1868.599976 1871.699951 1866.946899 0.0 143.2759996 140.3650002
1980-05-16 GSPTSE 1871.699951 1882.400024 1867.300049 1882.400024 1877.619629 0.0 143.9750001 140.99400025
1980-05-20 GSPTSE 1882.400024 1889.300049 1881.900024 1887.699951 1882.906128 0.0 145.065001 142.2629997
1980-05-21 GSPTSE 1898.099976 1915.699951 1898.099976 1905.5 1900.661011 0.0 145.38200080000001 142.75449980000002
1980-05-22 GSPTSE 1906.599976 1927.5 1906.599976 1924.300049 1919.41333 0.0 145.852002 143.21800005
1980-05-23 GSPTSE 1932.900024 1961.900024 1932.900024 1961.099976 1956.119751 0.0 146.4940018 143.79599994999998
1980-05-27 GSPTSE 1998.599976 2011.699951 1998.599976 2006.900024 2001.803467 0.0 147.20800169999998 144.3740006
1980-05-28 GSPTSE 2006.900024 2011.5 1991.800049 1997.199951 1992.128052 0.0 147.8680008 144.94150015
1980-05-29 GSPTSE 1995.0 1995.0 1956.800049 1956.800049 1951.830933 0.0 148.31099999999998 145.4464997
1980-05-30 GSPTSE 1956.800049 1973.699951 1949.099976 1971.699951 1966.692871 0.0 148.69400019999998 145.9849999
1980-06-02 GSPTSE 1975.599976 1987.0 1975.599976 1981.199951 1976.168823 0.0 148.9869995 146.4809998
1980-06-03 GSPTSE 1982.599976 1989.5 1982.599976 1984.800049 1979.759644 0.0 149.2549988 146.92500005000002
