Date Index Open High Low Close "Adj Close" Quantity SMA_10 SMA_20
1965-01-05 N225 1257.719971 1257.719971 1257.719971 1257.719971 1257.719971 0.0  
1965-01-06 N225 1263.98999 1263.98999 1263.98999 1263.98999 1263.98999 0.0  
1965-01-07 N225 1274.27002 1274.27002 1274.27002 1274.27002 1274.27002 0.0  
1965-01-08 N225 1286.430054 1286.430054 1286.430054 1286.430054 1286.430054 0.0  
1965-01-12 N225 1288.540039 1288.540039 1288.540039 1288.540039 1288.540039 0.0  
1965-01-13 N225 1281.670044 1281.670044 1281.670044 1281.670044 1281.670044 0.0  
1965-01-14 N225 1289.5 1289.5 1289.5 1289.5 1289.5 0.0  
1965-01-18 N225 1271.680054 1271.680054 1271.680054 1271.680054 1271.680054 0.0  
1965-01-19 N225 1270.339966 1270.339966 1270.339966 1270.339966 1270.339966 0.0  
1965-01-20 N225 1268.880005 1268.880005 1268.880005 1268.880005 1268.880005 0.0  
1965-01-21 N225 1270.459961 1270.459961 1270.459961 1270.459961 1270.459961 0.0  
1965-01-22 N225 1261.829956 1261.829956 1261.829956 1261.829956 1261.829956 0.0  
1965-01-25 N225 1249.719971 1249.719971 1249.719971 1249.719971 1249.719971 0.0  
1965-01-26 N225 1248.050049 1248.050049 1248.050049 1248.050049 1248.050049 0.0  
1965-01-27 N225 1258.209961 1258.209961 1258.209961 1258.209961 1258.209961 0.0  
1965-01-28 N225 1247.199951 1247.199951 1247.199951 1247.199951 1247.199951 0.0  
1965-01-29 N225 1242.27002 1242.27002 1242.27002 1242.27002 1242.27002 0.0  
1965-02-01 N225 1242.829956 1242.829956 1242.829956 1242.829956 1242.829956 0.0  
1965-02-02 N225 1238.75 1238.75 1238.75 1238.75 1238.75 0.0  
1965-02-03 N225 1248.030029 1248.030029 1248.030029 1248.030029 1248.030029 0.0  
1965-02-04 N225 1261.599976 1261.599976 1261.599976 1261.599976 1261.599976 0.0  
1965-02-05 N225 1263.589966 1263.589966 1263.589966 1263.589966 1263.589966 0.0  
1965-02-08 N225 1258.930054 1258.930054 1258.930054 1258.930054 1258.930054 0.0  
1965-02-09 N225 1251.680054 1251.680054 1251.680054 1251.680054 1251.680054 0.0  
1965-02-10 N225 1248.609985 1248.609985 1248.609985 1248.609985 1248.609985 0.0  
1965-02-12 N225 1257.939941 1257.939941 1257.939941 1257.939941 1257.939941 0.0  
1965-02-15 N225 1249.5 1249.5 1249.5 1249.5 1249.5 0.0  
1965-02-16 N225 1247.01001 1247.01001 1247.01001 1247.01001 1247.01001 0.0  
1965-02-17 N225 1237.079956 1237.079956 1237.079956 1237.079956 1237.079956 0.0  
1965-02-18 N225 1241.410034 1241.410034 1241.410034 1241.410034 1241.410034 0.0  
1965-02-19 N225 1237.349976 1237.349976 1237.349976 1237.349976 1237.349976 0.0  
