Date Index Open High Low Close "Adj Close" Quantity SMA_10 SMA_20
1965-12-31 NYA 528.690002 528.690002 528.690002 528.690002 528.690002 0.0  
1966-01-03 NYA 527.210022 527.210022 527.210022 527.210022 527.210022 0.0  
1966-01-04 NYA 527.840027 527.840027 527.840027 527.840027 527.840027 0.0  
1966-01-05 NYA 531.119995 531.119995 531.119995 531.119995 531.119995 0.0  
1966-01-06 NYA 532.070007 532.070007 532.070007 532.070007 532.070007 0.0  
1966-01-07 NYA 532.599976 532.599976 532.599976 532.599976 532.599976 0.0  
1966-01-10 NYA 533.869995 533.869995 533.869995 533.869995 533.869995 0.0  
1966-01-11 NYA 534.289978 534.289978 534.289978 534.289978 534.289978 0.0  
1966-01-12 NYA 533.340027 533.340027 533.340027 533.340027 533.340027 0.0  
1966-01-13 NYA 534.400024 534.400024 534.400024 534.400024 534.400024 0.0  
1966-01-14 NYA 535.450012 535.450012 535.450012 535.450012 535.450012 0.0  
1966-01-17 NYA 537.460022 537.460022 537.460022 537.460022 537.460022 0.0  
1966-01-18 NYA 538.940002 538.940002 538.940002 538.940002 538.940002 0.0  
1966-01-19 NYA 537.669983 537.669983 537.669983 537.669983 537.669983 0.0  
1966-01-20 NYA 535.669983 535.669983 535.669983 535.669983 535.669983 0.0  
1966-01-21 NYA 535.97998 535.97998 535.97998 535.97998 535.97998 0.0  
1966-01-24 NYA 537.669983 537.669983 537.669983 537.669983 537.669983 0.0  
1966-01-25 NYA 538.099976 538.099976 538.099976 538.099976 538.099976 0.0  
1966-01-26 NYA 537.570007 537.570007 537.570007 537.570007 537.570007 0.0  
1966-01-27 NYA 537.359985 537.359985 537.359985 537.359985 537.359985 0.0  
1966-01-28 NYA 535.669983 535.669983 535.669983 535.669983 535.669983 0.0  
1966-01-31 NYA 533.340027 533.340027 533.340027 533.340027 533.340027 0.0  
1966-02-01 NYA 529.109985 529.109985 529.109985 529.109985 529.109985 0.0  
1966-02-02 NYA 531.440002 531.440002 531.440002 531.440002 531.440002 0.0  
1966-02-03 NYA 532.070007 532.070007 532.070007 532.070007 532.070007 0.0  
1966-02-04 NYA 535.450012 535.450012 535.450012 535.450012 535.450012 0.0  
1966-02-07 NYA 537.25 537.25 537.25 537.25 537.25 0.0  
1966-02-08 NYA 536.830017 536.830017 536.830017 536.830017 536.830017 0.0  
1966-02-09 NYA 539.890015 539.890015 539.890015 539.890015 539.890015 0.0  
1966-02-10 NYA 538.409973 538.409973 538.409973 538.409973 538.409973 0.0  
1966-02-11 NYA 538.309998 538.309998 538.309998 538.309998 538.309998 0.0  
1966-02-14 NYA 537.780029 537.780029 537.780029 537.780029 537.780029 0.0  
1966-02-15 NYA 535.450012 535.450012 535.450012 535.450012 535.450012 0.0  
1966-02-16 NYA 535.349976 535.349976 535.349976 535.349976 535.349976 0.0  
1966-02-17 NYA 532.48999 532.48999 532.48999 532.48999 532.48999 0.0  
1966-02-18 NYA 531.440002 531.440002 531.440002 531.440002 531.440002 0.0  
1966-02-21 NYA 528.26001 528.26001 528.26001 528.26001 528.26001 0.0  
1966-02-23 NYA 525.940002 525.940002 525.940002 525.940002 525.940002 0.0  
1966-02-24 NYA 522.450012 522.450012 522.450012 522.450012 522.450012 0.0  
1966-02-25 NYA 523.929993 523.929993 523.929993 523.929993 523.929993 0.0  
1966-02-28 NYA 524.559998 524.559998 524.559998 524.559998 524.559998 0.0  
1966-03-01 NYA 517.900024 517.900024 517.900024 517.900024 517.900024 0.0  
1966-03-02 NYA 512.830017 512.830017 512.830017 512.830017 512.830017 0.0  
1966-03-03 NYA 514.940002 514.940002 514.940002 514.940002 514.940002 0.0  
